ID,COUNTRY_NAME,ISO2,ADMIN1,ADMIN2,SITE_NAME,SITE_CODE,LATITUDE,LONGITUDE,ASSAY_TYPE,TEST_TYPE,INSECTICIDE_CLASS,INSECTICIDE_TYPE,INSECTICIDE_CONC,INSECTICIDE_INTENSITY,YEAR_START,SPECIES,STAGE_ORIGIN,MOSQUITO_NUMBER,TEST_TIME,MORTALITY_ADJUSTED,RESISTANCE_STATUS,DATA_SOURCE,CITATION,CITATION_URL,DATA_CURATOR
DISPUB23_F6EX7N,Côte d’Ivoire,CI,Agneby-Tiassa,Tiassale,Tiassale,IRCI67,5.890861,-4.830361,Discriminating concentration bioassays,WHO tube test,Organophosphates,Malathion,5%,1,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),80-100,24hrs,99.14,Susceptible,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Kouadio FA et al. (2023) Relationship between insecticide resistance profiles in Anopheles gambiae sensu lato and agricultural practices in Côte d'Ivoire. Parasit Vectors. 2023 Aug 9;16(1):270.,https://pubmed.ncbi.nlm.nih.gov/37559080/,World Health Organization
DISPUB23_G0OI1I,Côte d’Ivoire,CI,Agneby-Tiassa,Tiassale,Tiassale,IRCI67,5.890861,-4.830361,Discriminating concentration bioassays,WHO tube test,Organochlorines,DDT,4%,1,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),80-100,24hrs,11.21,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Kouadio FA et al. (2023) Relationship between insecticide resistance profiles in Anopheles gambiae sensu lato and agricultural practices in Côte d'Ivoire. Parasit Vectors. 2023 Aug 9;16(1):270.,https://pubmed.ncbi.nlm.nih.gov/37559080/,World Health Organization
DISPUB23_K2YB5W,Côte d’Ivoire,CI,Agboville,undefined,Gbalekro,IRCI101,5.949000,-4.278100,Discriminating concentration bioassays,WHO tube test,Organophosphates,Pirimiphos-methyl,0.25%,1,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),76,24hrs,70.00,Undetermined,Not available,Kouamé RMA et al. (2023) Widespread occurrence of copy number variants and fixation of pyrethroid target site resistance in Anopheles gambiae (s.l.) from southern Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2023 Mar 5;3:100117.,https://pubmed.ncbi.nlm.nih.gov/36970448/,World Health Organization
DISPUB23_M4GO5V,Côte d’Ivoire,CI,undefined,undefined,Soubre,IRCI104,5.786623,-6.589010,Discriminating concentration bioassays,WHO tube test,Organochlorines,DDT,4%,1,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),80-100,24hrs,3.90,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Kouadio FA et al. (2023) Relationship between insecticide resistance profiles in Anopheles gambiae sensu lato and agricultural practices in Côte d'Ivoire. Parasit Vectors. 2023 Aug 9;16(1):270.,https://pubmed.ncbi.nlm.nih.gov/37559080/,World Health Organization
DISPUB23_Q7YC2Y,Côte d’Ivoire,CI,undefined,undefined,Soubre,IRCI104,5.786623,-6.589010,Discriminating concentration bioassays,WHO tube test,Carbamates,Bendiocarb,0.1%,1,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),80-100,24hrs,89.18,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Kouadio FA et al. (2023) Relationship between insecticide resistance profiles in Anopheles gambiae sensu lato and agricultural practices in Côte d'Ivoire. Parasit Vectors. 2023 Aug 9;16(1):270.,https://pubmed.ncbi.nlm.nih.gov/37559080/,World Health Organization
DISPUB23_R6OE0U,Côte d’Ivoire,CI,Agboville,undefined,Ango,IRCI100,5.863990,-4.381200,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24hrs,4.00,Confirmed resistance,Not available,Kouamé RMA et al. (2023) Widespread occurrence of copy number variants and fixation of pyrethroid target site resistance in Anopheles gambiae (s.l.) from southern Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2023 Mar 5;3:100117.,https://pubmed.ncbi.nlm.nih.gov/36970448/,World Health Organization
DISPUB23_Z4GY0N,Côte d’Ivoire,CI,Agboville,undefined,Ouanguie,IRCI102,5.866420,-4.228580,Discriminating concentration bioassays,WHO tube test,Organophosphates,Pirimiphos-methyl,0.25%,1,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),94,24hrs,83.00,Undetermined,Not available,Kouamé RMA et al. (2023) Widespread occurrence of copy number variants and fixation of pyrethroid target site resistance in Anopheles gambiae (s.l.) from southern Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2023 Mar 5;3:100117.,https://pubmed.ncbi.nlm.nih.gov/36970448/,World Health Organization
DISPUB24_B6IH1M,Côte d’Ivoire,CI,Savanes,Tchologo,Ferkessédougou,IRCI114,9.583333,-5.200000,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2022,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),102,24hrs,5.90,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_C3AV2H,Côte d’Ivoire,CI,Kabadougou,Odienne,Katiola,IRCI35,9.659167,-7.629722,Discriminating concentration bioassays,WHO tube test,Carbamates,Propoxur,0.1%,1,2020,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),101,24hrs,52.00,Confirmed resistance,Centre d'Entomologie Medicale et Veterinaire,"Loukou KSP et al. (2024) Malaria incidence and resistance of Anopheles gambiae s.l, the main vector of malaria in Côte d’Ivoire: Correlation and resistance mechanisms in three localities with low and high incidence of malaria. International Journal of Biological and Chemical Sciences Vol. 18. No.2",https://www.ajol.info/index.php/ijbcs/article/view/274437,World Health Organization
DISPUB24_E1RF2T,Côte d’Ivoire,CI,Cavally,Guiglo,Guiglo,IRCI31,6.531178,-7.543096,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2022,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),80,24hrs,15.00,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_E5IU6J,Côte d’Ivoire,CI,undefined,undefined,Soubre,IRCI104,5.786623,-6.589010,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2022,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),83,24hrs,20.50,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_F2WW4A,Côte d’Ivoire,CI,Gbeke,Beoumi,Beoumi,IRCI90,7.672502,-5.593886,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),91,24hrs,21.97,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_F5JD7D,Côte d’Ivoire,CI,Gbeke,Beoumi,Beoumi,IRCI90,7.672502,-5.593886,Discriminating concentration bioassays,WHO tube test,Carbamates,Bendiocarb,0.1%,1,2020,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),101,24hrs,52.00,Confirmed resistance,Centre d'Entomologie Medicale et Veterinaire,"Loukou KSP et al. (2024) Malaria incidence and resistance of Anopheles gambiae s.l, the main vector of malaria in Côte d’Ivoire: Correlation and resistance mechanisms in three localities with low and high incidence of malaria. International Journal of Biological and Chemical Sciences Vol. 18. No.2",https://www.ajol.info/index.php/ijbcs/article/view/274437,World Health Organization
DISPUB24_F6EX7N,Côte d’Ivoire,CI,Tonkpi,Man,Man,IRCI39,7.412090,-7.562108,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),83,24hrs,6.02,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_F7VX0N,Côte d’Ivoire,CI,Me,Adzope,Adzopé,IRCI4,6.106900,-3.861900,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),48,24hrs,4.17,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_G1CH6N,Côte d’Ivoire,CI,Loh-Djiboua,Divo,Divo,IRCI22,5.839500,-5.359900,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2022,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),97,24hrs,13.40,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_H2VH5K,Côte d’Ivoire,CI,Gbeke,Beoumi,Beoumi,IRCI90,7.672502,-5.593886,Discriminating concentration bioassays,WHO tube test,Organophosphates,Malathion,5%,1,2020,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),102,24hrs,81.00,Confirmed resistance,Centre d'Entomologie Medicale et Veterinaire,"Loukou KSP et al. (2024) Malaria incidence and resistance of Anopheles gambiae s.l, the main vector of malaria in Côte d’Ivoire: Correlation and resistance mechanisms in three localities with low and high incidence of malaria. International Journal of Biological and Chemical Sciences Vol. 18. No.2",https://www.ajol.info/index.php/ijbcs/article/view/274437,World Health Organization
DISPUB24_J1KA9W,Côte d’Ivoire,CI,Worodougou,Seguela,Seguela,IRCI59,7.962167,-6.694451,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2022,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),77,24hrs,24.68,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_K2PR8E,Côte d’Ivoire,CI,Indenie-Djuablin,Abengourou,Abengourou,IRCI1,6.729096,-3.496320,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2020,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,24hrs,1.00,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Ekra AK et al. (2024) Can neonicotinoid and pyrrole insecticides manage malaria vector resistance in high pyrethroid resistance areas in Côte d'Ivoire? Malar J. 2024 May 22;23(1):160.,https://pubmed.ncbi.nlm.nih.gov/38778399/,World Health Organization
DISPUB24_L1NN7B,Côte d’Ivoire,CI,Loh-Djiboua,Divo,Divo,IRCI22,5.839500,-5.359900,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2022,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),104,24hrs,30.80,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_M1SB9K,Côte d’Ivoire,CI,Gbeke,Beoumi,Beoumi,IRCI90,7.672502,-5.593886,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Lambda-cyhalothrin,0.05%,1,2020,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),101,24hrs,98.00,Susceptible,Centre d'Entomologie Medicale et Veterinaire,"Loukou KSP et al. (2024) Malaria incidence and resistance of Anopheles gambiae s.l, the main vector of malaria in Côte d’Ivoire: Correlation and resistance mechanisms in three localities with low and high incidence of malaria. International Journal of Biological and Chemical Sciences Vol. 18. No.2",https://www.ajol.info/index.php/ijbcs/article/view/274437,World Health Organization
DISPUB24_M3QZ3R,Côte d’Ivoire,CI,Poro,Korhogo 2,Korhogo,IRCI37,9.450654,-5.626144,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),83,24hrs,4.82,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_N8HW9A,Côte d’Ivoire,CI,undefined,undefined,Soubre,IRCI104,5.786623,-6.589010,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2022,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),116,24hrs,11.21,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_N9JG2K,Côte d’Ivoire,CI,Agneby-Tiassa,Agboville,Agboville,IRCI5,5.931800,-4.218100,Discriminating concentration bioassays,WHO tube test,Organophosphates,Pirimiphos-methyl,0.25%,1,2020,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),101,24hrs,100.00,Undetermined,Centre d'Entomologie Medicale et Veterinaire,"Loukou KSP et al. (2024) Malaria incidence and resistance of Anopheles gambiae s.l, the main vector of malaria in Côte d’Ivoire: Correlation and resistance mechanisms in three localities with low and high incidence of malaria. International Journal of Biological and Chemical Sciences Vol. 18. No.2",https://www.ajol.info/index.php/ijbcs/article/view/274437,World Health Organization
DISPUB24_O1WE9F,Côte d’Ivoire,CI,Abidjan 1,Yopougon Ouest-Songon,Yopougon,IRCI81,5.324019,-4.138420,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,24hrs,0.00,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_O2QG0Y,Côte d’Ivoire,CI,Worodougou,Seguela,Seguela,IRCI59,7.962167,-6.694451,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2022,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),67,24hrs,2.99,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_P6PT9H,Côte d’Ivoire,CI,Goh,Gagnoa 1,Gagnoa,IRCI26,6.151442,-5.951540,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),74,24hrs,4.05,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_P8WB9R,Côte d’Ivoire,CI,Goh,Gagnoa 1,Gagnoa,IRCI26,6.151442,-5.951540,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2020,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,24hrs,27.00,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Ekra AK et al. (2024) Can neonicotinoid and pyrrole insecticides manage malaria vector resistance in high pyrethroid resistance areas in Côte d'Ivoire? Malar J. 2024 May 22;23(1):160.,https://pubmed.ncbi.nlm.nih.gov/38778399/,World Health Organization
DISPUB24_Q7DZ8M,Côte d’Ivoire,CI,San-Pédro,San-Pédro,San-Pédro,IRCI57,4.758807,-6.691275,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),72,24hrs,2.78,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_Q8CR7L,Côte d’Ivoire,CI,Bounkani,Nassian,Nassian,IRCI93,8.452464,-3.476014,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),83,24hrs,18.20,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_R0DO6J,Côte d’Ivoire,CI,Bafing,Touba,Touba,IRCI72,8.284169,-7.681943,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2022,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),91,24hrs,0.00,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_S0JQ9E,Côte d’Ivoire,CI,Agneby-Tiassa,Agboville,Agboville,IRCI5,5.931800,-4.218100,Discriminating concentration bioassays,WHO tube test,Organochlorines,DDT,4%,1,2020,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),106,24hrs,57.00,Confirmed resistance,Centre d'Entomologie Medicale et Veterinaire,"Loukou KSP et al. (2024) Malaria incidence and resistance of Anopheles gambiae s.l, the main vector of malaria in Côte d’Ivoire: Correlation and resistance mechanisms in three localities with low and high incidence of malaria. International Journal of Biological and Chemical Sciences Vol. 18. No.2",https://www.ajol.info/index.php/ijbcs/article/view/274437,World Health Organization
DISPUB24_S1BC3H,Côte d’Ivoire,CI,Indenie-Djuablin,Abengourou,Abengourou,IRCI1,6.729096,-3.496320,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2020,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,24hrs,1.00,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Ekra AK et al. (2024) Can neonicotinoid and pyrrole insecticides manage malaria vector resistance in high pyrethroid resistance areas in Côte d'Ivoire? Malar J. 2024 May 22;23(1):160.,https://pubmed.ncbi.nlm.nih.gov/38778399/,World Health Organization
DISPUB24_S8TV5F,Côte d’Ivoire,CI,Haut-Sassandra,Daloa,Daloa,IRCI19,6.877700,-6.451300,Discriminating concentration bioassays,WHO tube test,Organophosphates,Pirimiphos-methyl,0.25%,1,2020,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,24hrs,99.00,Undetermined,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Ekra AK et al. (2024) Can neonicotinoid and pyrrole insecticides manage malaria vector resistance in high pyrethroid resistance areas in Côte d'Ivoire? Malar J. 2024 May 22;23(1):160.,https://pubmed.ncbi.nlm.nih.gov/38778399/,World Health Organization
DISPUB24_T2MP6D,Côte d’Ivoire,CI,Kabadougou,Odienné,Odienné,IRCI51,9.503715,-7.579168,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),104,24hrs,4.81,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_T8HD3Q,Côte d’Ivoire,CI,Agneby-Tiassa,Agboville,Agboville,IRCI5,5.931800,-4.218100,Discriminating concentration bioassays,WHO tube test,Organophosphates,Malathion,5%,1,2020,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),102,24hrs,87.00,Confirmed resistance,Centre d'Entomologie Medicale et Veterinaire,"Loukou KSP et al. (2024) Malaria incidence and resistance of Anopheles gambiae s.l, the main vector of malaria in Côte d’Ivoire: Correlation and resistance mechanisms in three localities with low and high incidence of malaria. International Journal of Biological and Chemical Sciences Vol. 18. No.2",https://www.ajol.info/index.php/ijbcs/article/view/274437,World Health Organization
DISPUB24_V9UG3H,Côte d’Ivoire,CI,Hambol,Dabakala,Dabakala,IRCI92,8.363330,-4.428611,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),101,24hrs,15.40,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_W0HC1C,Côte d’Ivoire,CI,Kabadougou,Odienne,Katiola,IRCI35,9.659167,-7.629722,Discriminating concentration bioassays,WHO tube test,Organochlorines,DDT,4%,1,2020,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24hrs,42.00,Confirmed resistance,Centre d'Entomologie Medicale et Veterinaire,"Loukou KSP et al. (2024) Malaria incidence and resistance of Anopheles gambiae s.l, the main vector of malaria in Côte d’Ivoire: Correlation and resistance mechanisms in three localities with low and high incidence of malaria. International Journal of Biological and Chemical Sciences Vol. 18. No.2",https://www.ajol.info/index.php/ijbcs/article/view/274437,World Health Organization
DISPUB24_Y6ON7K,Côte d’Ivoire,CI,Abidjan 1,Yopougon Ouest-Songon,Yopougon,IRCI81,5.324019,-4.138420,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,24hrs,8.00,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_Y8MP3Q,Côte d’Ivoire,CI,Marahoue,Bouafle,Bouafle,IRCI15,6.986600,-5.742400,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2022,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),88,24hrs,1.10,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
